Price,Address,City,Beds,Baths,Square Feet
"$ 998,000","3515 W Commonwealth Avenue, Fullerton, CA 92833",Fullerton,3 bds,2 ba,1289 sqft
"$ 999,900","910 Oakdale Avenue, Fullerton, CA 92831",Fullerton,3 bds,2 ba,1441 sqft
"$ 1,200,000","24952 Grissom Road, Laguna Hills, CA 92653",Laguna Hills,4 bds,3 ba,3115 sqft
"$ 3,450,000","28 Portmarnoch Court, Coto De Caza, CA 92679",Coto De Caza,4 bds,5 ba,4236 sqft
"$ 1,285,000","16532 Lorelei Lane, Tustin, CA 92780",Tustin,5 bds,5 ba,2631 sqft
"$ 1,395,000","6248 Surfboard Circle, Huntington Beach, CA 92648",Huntington Beach,3 bds,3 ba,2140 sqft
"$ 1,695,000","2097 Maple Avenue, Costa Mesa, CA 92627",Costa Mesa,5 bds,3 ba,1600 sqft
"$ 525,000","1801 E Katell Avenue # 3014, Anaheim, CA 92805",Anaheim,1 bd,1 bath,651 sqft
"$ 715,000","3020 S Sycamore Street # B, Santa Ana, CA 92707",Santa Ana,3 bds,2 ba,1088 sqft
"$ 550,000","1201 N California Street # 4, Orange, CA 92867",Orange,2 bds,2 ba,911 sqft
"$ 2,995,000","1051 W Arroyo Drive, Fullerton, CA 92833",Fullerton,5 bds,5 ba,5830 sqft
"$ 1,250,000","3809 Carol Drive, Fullerton, CA 92833",Fullerton,4 bds,3 ba,1467 sqft
"$ 950,000","9 Windgate, Aliso Viejo, CA 92656",Aliso Viejo,3 bds,3 ba,1499 sqft
"$ 2,890,000","25 Hillsdale Drive # 6, Newport Beach, CA 92660",Newport Beach,3 bds,3 ba,2990 sqft
"$ 1,029,000","13812 Summerwood Place, Garden Grove, CA 92844",Garden Grove,4 bds,3 ba,1980 sqft
"$ 1,685,000","3515 Gardenia Lane, Brea, CA 92823",Brea,4 bds,4 ba,2678 sqft
"$ 1,985,000","213 Avenida Lobeiro, San Clemente, CA 92672",San Clemente,3 bds,3 ba,2448 sqft
"$ 1,199,000","211 N Redrock Street, Anaheim, CA 92807",Anaheim,4 bds,2 ba,2123 sqft
"$ 7,375,000","16111 Santa Barbara Lane, Huntington Beach, CA 92649",Huntington Beach,4 bds,6 ba,5116 sqft
"$ 2,150,000","309 8th Street, Huntington Beach, CA 92648",Huntington Beach,3 bds,4 ba,2992 sqft
"$ 1,495,000","110 Gomez Circle, Placentia, CA 92870",Placentia,4 bds,3 ba,2702 sqft
"$ 1,398,688","50 Alcoba, Irvine, CA 92614",Irvine,3 bds,3 ba,1604 sqft
"$ 925,000","4553 E Larkspur Circle, Anaheim, CA 92807",Anaheim,3 bds,2 ba,1246 sqft
"$ 4,195,000","1517 Miramar Drive, Newport Beach, CA 92661",Newport Beach,3 bds,2 ba,2090 sqft
"$ 1,032,000","1000 N Roanne Place, Anaheim, CA 92801",Anaheim,5 bds,3 ba,2296 sqft
"$ 2,399,000","10501 Park Villa Lane, Villa Park, CA 92861",Villa Park,4 bds,4 ba,3642 sqft
"$ 1,078,000","108 Cadence, Irvine, CA 92618",Irvine,2 bds,3 ba,1430 sqft
"$ 1,032,000","1000 N Roanne Place, Anaheim, CA 92801",Anaheim,5 bds,3 ba,2296 sqft
"$ 425,000","1101 W Macarthur Boulevard # 215, Santa Ana, CA 92707",Santa Ana,1 bd,1 bath,676 sqft
"$ 1,550,000","8685 El Costa Circle, Fountain Valley, CA 92708",Fountain Valley,4 bds,2 ba,1703 sqft
"$ 4,100,000","53 Calle Careyes, San Clemente, CA 92673",San Clemente,5 bds,6 ba,4689 sqft
"$ 2,400,000","615 E Civic Center Drive, Santa Ana, CA 92701",Santa Ana,2 bds,2 ba,6420 sqft
"$ 3,050,000","6809 E Saddleback Drive, Orange, CA 92869",Orange,4 bds,4 ba,4813 sqft
"$ 959,000","902 S Gilbuck Drive, Anaheim, CA 92802",Anaheim,4 bds,2 ba,1438 sqft
"$ 1,450,000","29662 Quigley Drive, Laguna Niguel, CA 92677",Laguna Niguel,3 bds,2 ba,1299 sqft
"$ 1,474,900","199 S Amberwood Street, Orange, CA 92869",Orange,4 bds,3 ba,2370 sqft
"$ 1,300,000","14331 Fernbrook Drive, Tustin, CA 92111",Tustin,3 bds,2 ba,1626 sqft
"$ 1,062,000","10422 San Angelo Avenue, Westminster, CA 92683",Westminster,4 bds,2 ba,1428 sqft
"$ 1,428,000","3010 S Pacific Avenue, Santa Ana, CA 92704",Santa Ana,5 bds,3 ba,2664 sqft
"$ 749,900","205 E Adams Street, Santa Ana, CA 92707",Santa Ana,3 bds,2 ba,1088 sqft
"$ 1,099,000","10972 Endry Street, Anaheim, CA 92804",Anaheim,6 bds,4 ba,1933 sqft
"$ 1,124,900","628 N West Street, Anaheim, CA 92801",Anaheim,4 bds,3 ba,2692 sqft
"$ 998,850","28135 Alava, Mission Viejo, CA 92692",Mission Viejo,2 bds,2 ba,1492 sqft
"$ 859,000","340 Norma Street, La Habra, CA 90631",La Habra,3 bds,2 ba,1582 sqft
"$ 3,299,000","141 Hyperion, Irvine, CA 92618",Irvine,4 bds,5 ba,3365 sqft
"$ 890,000","4842 Sapphire Way, Cypress, CA 90630",Cypress,3 bds,3 ba,1813 sqft
"$ 740,000","19635 Monteano Lane, Yorba Linda, CA 92886",Yorba Linda,3 bds,3 ba,1375 sqft
"$ 1,575,000","30 Blackbird Lane, Aliso Viejo, CA 92656",Aliso Viejo,3 bds,3 ba,1746 sqft
"$ 817,000","5426 Villa Way # 7, Cypress, CA 90630",Cypress,3 bds,3 ba,1374 sqft
"$ 1,155,888","13391 Jackson Street, Garden Grove, CA 92844",Garden Grove,3 bds,2 ba,1429 sqft
"$ 715,800","3327 Bahia Blanca # C, Laguna Woods, CA 92637",Laguna Woods,2 bds,2 ba,1188 sqft
"$ 919,900","1531 W Gage Avenue, Fullerton, CA 92833",Fullerton,3 bds,2 ba,1221 sqft
"$ 1,500,000","60 Willow Tree Lane, Irvine, CA 92612",Irvine,3 bds,3 ba,1708 sqft
"$ 500,000","1801 E Katella Avenue # 1100, Anaheim, CA 92805",Anaheim,1 bd,1 bath,651 sqft
"$ 1,495,000","5131 E Sumac Ridge Drive, Yorba Linda, CA 92886",Yorba Linda,5 bds,3 ba,2630 sqft
"$ 5,399,000","4024 Calle Louisa, San Clemente, CA 92672",San Clemente,4 bds,4 ba,2930 sqft
"$ 530,000","13115 Sunnybrook Circle # 202, Garden Grove, CA 92844",Garden Grove,2 bds,2 ba,978 sqft
"$ 1,149,000","2579 W Rome Avenue, Anaheim, CA 92804",Anaheim,3 bds,2 ba,1129 sqft
"$ 439,900","4109 W 5th Street # A1, Santa Ana, CA 92703",Santa Ana,2 bds,2 ba,921 sqft
"$ 899,000","11882 9th Street, Garden Grove, CA 92840",Garden Grove,3 bds,1 bath,1177 sqft
"$ 820,000","330 Rigsby Street, La Habra, CA 90631",La Habra,3 bds,2 ba,1193 sqft
"$ 3,995,000","20171 Bayview Avenue, Newport Beach, CA 92660",Newport Beach,4 bds,3 ba,3104 sqft
"$ 1,450,000","19742 Oceanaire Circle, Huntington Beach, CA 92648",Huntington Beach,3 bds,3 ba,1728 sqft
"$ 1,793,000","24091 Marathon, Mission Viejo, CA 92691",Mission Viejo,6 bds,3 ba,2532 sqft
"$ 1,850,000","16541 Le Grande Lane, Huntington Beach, CA 92649",Huntington Beach,5 bds,4 ba,2796 sqft
"$ 890,000","57 Tierra Seguro, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,3 bds,3 ba,1472 sqft
"$ 1,200,000","701 Lantana Avenue, Brea, CA 92821",Brea,4 bds,2 ba,2116 sqft
"$ 1,075,000","1010 W 21st Street, Santa Ana, CA 92706",Santa Ana,3 bds,2 ba,1555 sqft
"$ 975,000","42 Fox Hollow # 91, Irvine, CA 92614",Irvine,3 bds,2 ba,1114 sqft
"$ 2,100,000","67 Monticello, Irvine, CA 92620",Irvine,5 bds,4 ba,2696 sqft
"$ 1,349,000","1178 Charleston Street, Costa Mesa, CA 92626",Costa Mesa,4 bds,2 ba,1990 sqft
"$ 2,600,000","2150 Newport Blvd., Costa Mesa, CA 92627",Costa Mesa,2 bds,1 bath,900 sqft
"$ 749,000","5064 Lakeview Avenue # 29, Yorba Linda, CA 92886",Yorba Linda,3 bds,2 ba,1667 sqft
"$ 1,800,000","10062 Rangeview, North Tustin, CA 92705",North Tustin,N/A,N/A,N/A
"$ 555,000","8808 Valley View Street # B, Buena Park, CA 90620",Buena Park,2 bds,2 ba,960 sqft
"$ 4,999,998","10062 Rangeview, North Tustin, CA 92705",North Tustin,5 bds,7 ba,5600 sqft
"$ 1,040,000","30 Calle Estero, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,3 bds,3 ba,1574 sqft
"$ 1,998,000","127 Restore, Irvine, CA 92618",Irvine,3 bds,3 ba,2279 sqft
"$ 490,000","1709 Normandy Place # 32, Santa Ana, CA 92705",Santa Ana,2 bds,1 bath,804 sqft
"$ 1,800,000","185 Sentosa, Irvine, CA 92618",Irvine,4 bds,4 ba,2336 sqft
"$ 1,499,000","1813 Huntington Street, Huntington Beach, CA 92648",Huntington Beach,4 bds,4 ba,2105 sqft
"$ 899,000","13 Cardinal Avenue, Aliso Viejo, CA 92656",Aliso Viejo,2 bds,3 ba,1418 sqft
"$ 5,100,000","1521 E Canfield Lane, Anaheim, CA 92805",Anaheim,5 bds,4 ba,15058 sqft
"$ 1,275,000","17121 Granada Lane, Huntington Beach, CA 92647",Huntington Beach,4 bds,2 ba,1417 sqft
"$ 2,400,000","2836 N Kingsgate Drive, Orange, CA 92867",Orange,4 bds,5 ba,6306 sqft
"$ 1,775,000","421 10th Street, Huntington Beach, CA 92648",Huntington Beach,3 bds,3 ba,1996 sqft
"$ 3,750,000","253 S Lemon Street, Orange, CA 92866",Orange,2 bds,1 bath,8640 sqft
"$ 530,000","212 S Kraemer Boulevard # 908, Placentia, CA 92870",Placentia,2 bds,2 ba,929 sqft
"$ 35,800,000","6 Waves End, Newport Coast, CA 92657",Newport Coast,7 bds,11 ba,13787 sqft
"$ 3,995,000","1 Beachcomber Drive, Corona Del Mar, CA 92625",Corona Del Mar,2 bds,3 ba,2428 sqft
"$ 810,000","8046 Ravenna Lane, Stanton, CA 90680",Stanton,3 bds,4 ba,1744 sqft
"$ 875,000","4209 W Roberts Drive, Santa Ana, CA 92704",Santa Ana,3 bds,2 ba,1242 sqft
"$ 1,149,000","11831 Seacrest Drive, Garden Grove, CA 92840",Garden Grove,4 bds,2 ba,1546 sqft
"$ 2,088,888","3271 E Phillips, Brea, CA 92821",Brea,5 bds,5 ba,3408 sqft
"$ 1,275,000","6021 Welde Circle, Huntington Beach, CA 92647",Huntington Beach,4 bds,2 ba,1379 sqft
"$ 1,500,000","2362 Iroquois Avenue # A&b, Placentia, CA 92870",Placentia,3 bds,2 ba,2582 sqft
"$ 12,995,000","10 Strawberry Lane, San Juan Capistrano, CA 92675",San Juan Capistrano,7 bds,7 ba,14917 sqft
"$ 650,000","1331 E Century Drive, Orange, CA 92866",Orange,2 bds,1 bath,1310 sqft
"$ 761,418","1555 Lima Way Unit 2, Placentia, CA 92870",Placentia,2 bds,3 ba,1320 sqft
"$ 1,899,000","24242 Santa Clara Avenue # 10, Dana Point, CA 92629",Dana Point,2 bds,2 ba,1156 sqft
"$ 650,000","1331 E Century Drive, Orange, CA 92866",Orange,2 bds,1 bath,1310 sqft
"$ 1,399,900","21 Cedarlake # 57, Irvine, CA 92614",Irvine,3 bds,2 ba,1484 sqft
"$ 798,530","76 Bigsby Drive, Stanton, CA 90680",Stanton,3 bds,3 ba,1355 sqft
"$ 1,989,000","24031 Piragua Place, Laguna Niguel, CA 92677",Laguna Niguel,4 bds,3 ba,2614 sqft
"$ 2,375,000","1206 Vista Jardin, San Clemente, CA 92673",San Clemente,5 bds,5 ba,2881 sqft
"$ 1,748,600","414 Main St. # 210, Huntington Beach, CA 92648",Huntington Beach,2 bds,3 ba,1530 sqft
"$ 1,199,999","7488 E Calle Durango, Anaheim, CA 92808",Anaheim,4 bds,3 ba,2314 sqft
"$ 778,000","2036 W Jacaranda Place, Fullerton, CA 92833",Fullerton,3 bds,2 ba,1267 sqft
"$ 2,300,000","5754 Kellogg Drive, Yorba Linda, CA 92886",Yorba Linda,5 bds,4 ba,5107 sqft
"$ 1,099,000","2116 Colina Vista Way, Costa Mesa, CA 92627",Costa Mesa,3 bds,3 ba,1657 sqft
"$ 2,395,000","131 Smallwheel, Irvine, CA 92618",Irvine,4 bds,3 ba,2175 sqft
"$ 2,998,000","15529 Orchid Avenue, Tustin, CA 95110",Tustin,5 bds,6 ba,4619 sqft
"$ 6,895,000","214 Monarch Bay Drive, Dana Point, CA 92629",Dana Point,4 bds,3 ba,2858 sqft
"$ 3,448,000","18811 Ridgeview Circle, Villa Park, CA 92861",Villa Park,4 bds,5 ba,5362 sqft
"$ 1,269,000","19751 Bluefield Plaza, Yorba Linda, CA 92886",Yorba Linda,4 bds,3 ba,1680 sqft
"$ 5,995,000","16 Coral Reef, Newport Coast, CA 92657",Newport Coast,3 bds,4 ba,3421 sqft
"$ 950,000","1200 Pacific Coast # 114, Huntington Beach, CA 92648",Huntington Beach,1 bd,1 bath,781 sqft
"$ 3,699,900","26580 Paseo Tranquila, San Juan Capistrano, CA 92675",San Juan Capistrano,5 bds,6 ba,4399 sqft
"$ 699,000","30902 Clubhouse Drive # 27d, Laguna Niguel, CA 92677",Laguna Niguel,2 bds,2 ba,1053 sqft
"$ 1,788,000","3113 Scholarship, Irvine, CA 92612",Irvine,2 bds,3 ba,1781 sqft
"$ 989,000","11572 Varna Street, Garden Grove, CA 92840",Garden Grove,4 bds,2 ba,1550 sqft
"$ 1,300,000","315 S Garnsey Street, Santa Ana, CA 92701",Santa Ana,1 bd,1 bath,3036 sqft
"$ 2,395,000","2820 Stromboli Road, Costa Mesa, CA 92626",Costa Mesa,4 bds,3 ba,2190 sqft
"$ 599,000","12640 Euclid Street # 210, Garden Grove, CA 92840",Garden Grove,2 bds,2 ba,1200 sqft
"$ 1,175,000","2349 E Orangeview Lane, Orange, CA 92867",Orange,4 bds,2 ba,1766 sqft
"$ 899,000","1034 W Maple Avenue, Orange, CA 92868",Orange,3 bds,2 ba,1066 sqft
"$ 950,000","9362 Russell Street, La Habra, CA 90631",La Habra,4 bds,2 ba,1954 sqft
"$ 939,900","1321 E Balsam Avenue, Anaheim, CA 92805",Anaheim,3 bds,2 ba,1529 sqft
"$ 1,549,000","13122 Adland Street, Garden Grove, CA 92843",Garden Grove,8 bds,4 ba,3582 sqft
"$ 2,385,000","51 Via Amanti, Newport Coast, CA 92657",Newport Coast,3 bds,4 ba,2072 sqft
"$ 9,700,000","511 E Washington Avenue, Santa Ana, CA 92701",Santa Ana,9 bds,7 ba,26707 sqft
"$ 2,099,500","19 Cielo Arroyo, Mission Viejo, CA 92692",Mission Viejo,4 bds,4 ba,3301 sqft
"$ 775,000","12100 Montecito Road # 159, Los Alamitos, CA 90720",Los Alamitos,3 bds,2 ba,1216 sqft
"$ 850,000","121 W 18th Street, Santa Ana, CA 92706",Santa Ana,4 bds,3 ba,1206 sqft
"$ 1,423,000","1814 Sandalwood Avenue, Fullerton, CA 92835",Fullerton,4 bds,3 ba,2304 sqft
"$ 500,000","315 S Walnut Avenue, Placentia, CA 92870",Placentia,2 bds,1 bath,864 sqft
"$ 1,700,000","12284 Circula Panorama, North Tustin, CA 92705",North Tustin,3 bds,3 ba,2381 sqft
"$ 1,349,000","112 E Avenida San Pablo, San Clemente, CA 92672",San Clemente,2 bds,2 ba,1042 sqft
"$ 1,350,000","22591 Little Drive, Lake Forest, CA 92630",Lake Forest,4 bds,3 ba,2864 sqft
"$ 1,695,000","829 S Claudina Street, Anaheim, CA 92805",Anaheim,6 bds,4 ba,2578 sqft
"$ 1,950,000","1880 N El Camino Real # 28, San Clemente, CA 92672",San Clemente,2 bds,2 ba,1600 sqft
"$ 575,000","1161 Packers Circle # 97, Tustin, CA 92780",Tustin,2 bds,2 ba,837 sqft
"$ 6,595,000","1505 E Ocean Boulevard, Newport Beach, CA 92661",Newport Beach,4 bds,5 ba,2929 sqft
"$ 1,699,900","23161 Bouquet, Mission Viejo, CA 92692",Mission Viejo,4 bds,3 ba,2836 sqft
"$ 2,599,000","27125 Big Horn Mountain Way, Yorba Linda, CA 92887",Yorba Linda,5 bds,5 ba,4500 sqft
"$ 1,393,000","285 Harvard Lane, Seal Beach, CA 90740",Seal Beach,4 bds,2 ba,1539 sqft
"$ 750,000","210 W Greenwood Avenue, La Habra, CA 90631",La Habra,3 bds,2 ba,1620 sqft
"$ 885,000","2728 W Ball Road, Anaheim, CA 92804",Anaheim,3 bds,3 ba,1429 sqft
"$ 1,600,000","10731 Taulbee Court, Tustin, CA 92782",Tustin,3 bds,3 ba,1929 sqft
"$ 3,660,000","8101 Constantine Dr., Huntington Beach, CA 92646",Huntington Beach,13 bds,12 ba,6859 sqft
"$ 519,900","9166 Cerritos Avenue # 8, Anaheim, CA 92804",Anaheim,2 bds,2 ba,966 sqft
"$ 999,000","34 New Season, Irvine, CA 92602",Irvine,2 bds,3 ba,1180 sqft
"$ 1,788,000","16419 Wimbledon Lane, Huntington Beach, CA 92649",Huntington Beach,4 bds,3 ba,2352 sqft
"$ 750,000","516 W 4th Avenue, La Habra, CA 90631",La Habra,3 bds,1 bath,1037 sqft
"$ 869,000","6961 Indiana Avenue, Buena Park, CA 90621",Buena Park,3 bds,2 ba,1265 sqft
"$ 1,699,000","9 Lexington Way, Coto De Caza, CA 92679",Coto De Caza,4 bds,3 ba,2592 sqft
"$ 5,880,000","66 Drakes Bay Drive, Corona Del Mar, CA 92625",Corona Del Mar,5 bds,3 ba,3360 sqft
"$ 999,999","8236 E Alpine Court, Anaheim, CA 92808",Anaheim,3 bds,3 ba,1794 sqft
"$ 1,098,000","2749 E Everett Place, Orange, CA 92867",Orange,4 bds,2 ba,1926 sqft
"$ 1,200,000","5012 Duverney, Laguna Woods, CA 92637",Laguna Woods,3 bds,2 ba,1592 sqft
"$ 1,700,000","33831 Pequito Drive, Dana Point, CA 92629",Dana Point,4 bds,2 ba,1736 sqft
"$ 1,700,000","29095 Madrid Road, Laguna Niguel, CA 92677",Laguna Niguel,4 bds,2 ba,1750 sqft
"$ 69,000","24055 Paseo Del Lago # 1051, Laguna Woods, CA 92637",Laguna Woods,1 bd,1 bath,625 sqft
"$ 800,000","38 Monroe # 43, Irvine, CA 92620",Irvine,2 bds,3 ba,1112 sqft
"$ 799,000","28271 Bond Way, Silverado Canyon, CA 92676",Silverado Canyon,2 bds,1 bath,1057 sqft
"$ 1,325,000","25681 Santo Dr., Mission Viejo, CA 92691",Mission Viejo,4 bds,2 ba,1675 sqft
"$ 1,250,000","809 Brickyard Lane, Costa Mesa, CA 92627",Costa Mesa,2 bds,4 ba,1928 sqft
"$ 839,000","10806 Keenan Place, Stanton, CA 90680",Stanton,3 bds,2 ba,1056 sqft
"$ 575,000","12061 Brighton Riv # 50, Fountain Valley, CA 92708",Fountain Valley,2 bds,1 bath,916 sqft
"$ 1,288,886","28176 Coulter, Mission Viejo, CA 92692",Mission Viejo,4 bds,3 ba,1615 sqft
"$ 950,000","4130 Franklin Avenue, Fullerton, CA 92833",Fullerton,4 bds,2 ba,1400 sqft
"$ 4,750,000","925 S Malden Avenue, Fullerton, CA 92832",Fullerton,6 bds,4 ba,10121 sqft
"$ 749,900","29596 Fairglen Court, San Juan Capistrano, CA 92675",San Juan Capistrano,3 bds,1 bath,1062 sqft
"$ 850,000","3235 Watermarke Place, Irvine, CA 92612",Irvine,2 bds,2 ba,1137 sqft
"$ 2,399,999","1738 Paloma Drive, Newport Beach, CA 92660",Newport Beach,3 bds,3 ba,1812 sqft
"$ 899,000","1466 W Flower Avenue, Fullerton, CA 92833",Fullerton,4 bds,2 ba,1468 sqft
"$ 459,900","2237 Via Puerta # Q, Laguna Woods, CA 92637",Laguna Woods,2 bds,2 ba,1009 sqft
"$ 3,550,000","26324 Paseo Lluvia, San Juan Capistrano, CA 92675",San Juan Capistrano,4 bds,5 ba,2979 sqft
"$ 840,000","410 W Acacia Street, Brea, CA 92821",Brea,3 bds,2 ba,1447 sqft
"$ 1,700,000","10101 Stonybrook Drive, Huntington Beach, CA 92646",Huntington Beach,5 bds,3 ba,2718 sqft
"$ 998,000","85 Duet, Irvine, CA 92603",Irvine,2 bds,2 ba,1112 sqft
"$ 1,100,000","1 Snapdragon, Irvine, CA 92604",Irvine,3 bds,3 ba,1584 sqft
"$ 2,990,000","353 Paradiso, Irvine, CA 92602",Irvine,4 bds,3 ba,2548 sqft
"$ 1,050,000","10572 Parliament Avenue, Garden Grove, CA 92840",Garden Grove,4 bds,2 ba,1235 sqft
"$ 1,095,000","12331 Hester Place, Garden Grove, CA 92841",Garden Grove,3 bds,2 ba,1907 sqft
"$ 799,000","2175 Pacific Avenue # A6, Costa Mesa, CA 92627",Costa Mesa,2 bds,3 ba,1322 sqft
"$ 750,000","8004 E Snapdragon Lane, Anaheim Hills, CA 92808",Anaheim Hills,2 bds,2 ba,1061 sqft
"$ 1,875,000","12742 Foster Rd, Rossmoor, CA 90720",Rossmoor,3 bds,2 ba,2410 sqft
"$ 988,000","8962 Bishop Avenue, Westminster, CA 92683",Westminster,3 bds,1 bath,1061 sqft
"$ 1,949,000","473 S Country Hill Road, Anaheim Hills, CA 92808",Anaheim Hills,5 bds,3 ba,4128 sqft
"$ 2,999,995","127 West Avenida De Los Lobos Marinos, San Clemente, CA 92672",San Clemente,4 bds,2 ba,2412 sqft
"$ 3,800,000","916 W Balboa Boulevard, Newport Beach, CA 92661",Newport Beach,6 bds,6 ba,2879 sqft
"$ 1,599,999","796 N Shattuck Place, Orange, CA 92867",Orange,8 bds,4 ba,3360 sqft
"$ 445,000","1001 W Stevens Avenue # 204, Santa Ana, CA 92707",Santa Ana,2 bds,2 ba,872 sqft
"$ 2,298,000","16133 Saint Croix Circle, Huntington Beach, CA 92649",Huntington Beach,4 bds,3 ba,2057 sqft
"$ 1,499,000","250 Keeper, Irvine, CA 92618",Irvine,3 bds,4 ba,2069 sqft
"$ 1,179,000","9182 Dalton Cir, Westminster, CA 92683",Westminster,4 bds,2 ba,1374 sqft
"$ 1,649,000","20351 Densmore Ln, Huntington Beach, CA 92646",Huntington Beach,5 bds,3 ba,1891 sqft
"$ 1,199,999","138 Avenida San Fernando, San Clemente, CA 92672",San Clemente,N/A,N/A,N/A
"$ 1,374,999","18659 Las Flores Street, Fountain Valley, CA 92708",Fountain Valley,4 bds,2 ba,1601 sqft
"$ 989,000","11662 West Street, Garden Grove, CA 92840",Garden Grove,3 bds,2 ba,1240 sqft
"$ 1,150,000","20675 Adam Circle, Yorba Linda, CA 92886",Yorba Linda,3 bds,2 ba,1433 sqft
"$ 849,900","2161 W Cerritos Avenue, Anaheim, CA 92804",Anaheim,3 bds,2 ba,1153 sqft
"$ 3,500,000","9 Flagstone, Coto De Caza, CA 92679",Coto De Caza,5 bds,6 ba,4791 sqft
"$ 749,000","19844 Kingswood Lane, Huntington Beach, CA 92646",Huntington Beach,3 bds,2 ba,1100 sqft
"$ 878,000","28139 Alava, Mission Viejo, CA 92692",Mission Viejo,2 bds,2 ba,1468 sqft
"$ 1,499,900","222 Crescent Moon, Irvine, CA 92602",Irvine,3 bds,3 ba,1581 sqft
"$ 1,798,000","84 Plum Feather, Irvine, CA 92620",Irvine,3 bds,3 ba,1745 sqft
"$ 899,000","2233 Martin # 318, Irvine, CA 92612",Irvine,2 bds,2 ba,1269 sqft
"$ 665,000","101 W Riverdale Avenue # 26, Orange, CA 92865",Orange,2 bds,2 ba,1087 sqft
"$ 629,999","6237 Hartford Road # 176, Yorba Linda, CA 92887",Yorba Linda,3 bds,2 ba,1082 sqft
"$ 1,399,000","203 N Barryknoll Street, Anaheim Hills, CA 92807",Anaheim Hills,5 bds,4 ba,2123 sqft
"$ 1,850,000","32832 Larkgrove Circle, Rancho Santa Margarita, CA 92679",Rancho Santa Margarita,5 bds,3 ba,3107 sqft
"$ 399,000","2405 Via Mariposa # 1b, Laguna Woods, CA 92637",Laguna Woods,2 bds,2 ba,1336 sqft
"$ 1,649,999","5270 Vista Montana, Yorba Linda, CA 92886",Yorba Linda,4 bds,3 ba,2740 sqft
"$ 575,000","451 Shady Court, Brea, CA 92821",Brea,2 bds,1 bath,846 sqft
"$ 925,000","150 S Stonebrook Drive # 2, Orange, CA 92869",Orange,3 bds,3 ba,1523 sqft
"$ 999,000","33831 Alcazar Drive # 4, Dana Point, CA 92629",Dana Point,2 bds,3 ba,1730 sqft
"$ 789,000","1302 N Garnsey Street, Santa Ana, CA 92706",Santa Ana,3 bds,2 ba,1352 sqft
"$ 1,488,000","9698 Rose Avenue, Fountain Valley, CA 92708",Fountain Valley,3 bds,2 ba,1883 sqft
"$ 1,130,000","2023 W West Wind, Santa Ana, CA 92704",Santa Ana,3 bds,2 ba,2097 sqft
"$ 1,484,900","12472 Serene Court, Garden Grove, CA 92841",Garden Grove,5 bds,4 ba,2783 sqft
"$ 1,080,000","6656 San Haroldo Way, Buena Park, CA 90620",Buena Park,4 bds,2 ba,1702 sqft
"$ 800,000","414 Camino San Clemente, San Clemente, CA 92672",San Clemente,2 bds,2 ba,1064 sqft
"$ 645,000","28474 Porsena Way, Lake Forest, CA 92679",Lake Forest,2 bds,2 ba,940 sqft
"$ 39,995,000","20462 Birch Street, Newport Beach, CA 92660",Newport Beach,6 bds,4 ba,3250 sqft
"$ 1,425,000","17412 Dairyview Circle # D, Huntington Beach, CA 92647",Huntington Beach,8 bds,7 ba,3621 sqft
"$ 4,900,000","123 S Lincoln Avenue, Fullerton, CA 92831",Fullerton,2 bds,1 bath,9873 sqft
"$ 1,425,000","17372 Dairyview Circle, Huntington Beach, CA 92647",Huntington Beach,8 bds,7 ba,3711 sqft
"$ 719,000","8155 Laguna Court, Stanton, CA 90680",Stanton,3 bds,2 ba,1148 sqft
"$ 989,900","436 N Syracuse Street, Anaheim, CA 92801",Anaheim,3 bds,2 ba,1524 sqft
"$ 359,000","3338 Punta Alta # 3g, Laguna Woods, CA 92637",Laguna Woods,2 bds,2 ba,894 sqft
"$ 879,000","13621 Springdale Street, Westminster, CA 92683",Westminster,3 bds,2 ba,1713 sqft
"$ 1,075,000","2706 E Athens Avenue, Orange, CA 92867",Orange,4 bds,2 ba,1624 sqft
"$ 879,900","111 Danbury Lane, Costa Mesa, CA 92626",Costa Mesa,3 bds,2 ba,1320 sqft
"$ 1,975,000","605 Bay Hill Drive, Newport Beach, CA 92660",Newport Beach,3 bds,3 ba,1950 sqft
"$ 385,000","3630 S Bear Street # 70, Santa Ana, CA 92704",Santa Ana,2 bds,2 ba,1284 sqft
"$ 1,788,000","20420 Via Canarias, Yorba Linda, CA 92887",Yorba Linda,4 bds,3 ba,2769 sqft
"$ 1,450,000","810 Cedar Avenue, Brea, CA 92821",Brea,4 bds,3 ba,2670 sqft
"$ 16,995,000","22 Scenic Bluff, Newport Coast, CA 92657",Newport Coast,7 bds,8 ba,5760 sqft
"$ 1,850,000","16541 Le Grande Lane, Huntington Beach, CA 92649",Huntington Beach,5 bds,4 ba,2796 sqft
"$ 1,350,000","26132 Owl Court, Lake Forest, CA 92630",Lake Forest,3 bds,3 ba,1662 sqft
"$ 1,699,000","18707 Stratton Lane, Huntington Beach, CA 92648",Huntington Beach,3 bds,3 ba,2577 sqft
"$ 560,000","23413 Cambridge Road # 193, Yorba Linda, CA 92887",Yorba Linda,2 bds,2 ba,947 sqft
"$ 529,000","23302 La Mar # B, Mission Viejo, CA 92691",Mission Viejo,2 bds,2 ba,693 sqft
"$ 1,399,000","1254 Valparaiso Drive, Placentia, CA 92870",Placentia,4 bds,2 ba,2302 sqft
